题目_初中,一元二次方程伸缩抛物线\(y=x^2-4x+3\)\(y\)轴方向2倍向右平移2个单位新方程\(y=2(x-4)^2-2\),一元二次方程的图像的伸缩综合应用,利用一元二次方程的图像的伸缩解决实际问题。例如，将抛物线 \(y = x^2 - 4x + 3\) 在 \(y\) 轴方向上伸缩2倍，再向右平移2个单位，得到新的方程 \(y = 2(x - 4)^2 - 2\)。,伸缩综合公式：将 \(y = ax^2 + bx + c\) 在 \(y\) 轴方向上伸缩 \(m\) 倍，向右平移 \(h\) 个单位，得到 \(y = m \cdot a(x - h)^2 + b(x - h) + c\)
题目_初中,一元二次方程反射抛物线\(x\)轴平移方程,一元二次方程的图像的反射综合应用,利用一元二次方程的图像的反射解决实际问题。例如，将抛物线 \(y = x^2 - 4x + 3\) 关于 \(x\) 轴反射，再向右平移2个单位，得到新的方程 \(y = -(x - 4)^2 + 1\)。,反射综合公式：将 \(y = ax^2 + bx + c\) 关于 \(x\) 轴反射，向右平移 \(h\) 个单位，得到 \(y = -a(x - h)^2 - k\)
题目_初中,一元二次方程对称性抛物线y轴对称平移新方程,一元二次方程的图像的对称性综合应用,利用一元二次方程的图像的对称性解决实际问题。例如，将抛物线 \(y = x^2 - 4x + 3\) 关于 \(y\) 轴对称，再向右平移2个单位，得到新的方程 \(y = (x + 2)^2 - 4x + 3\)。,对称性综合公式：将 \(y = ax^2 + bx + c\) 关于 \(y\) 轴对称，向右平移 \(h\) 个单位，得到 \(y = a(-x - h)^2 + b(-x - h) + c\)
题目_初中,一元二次方程顶点式综合应用抛物线平移单位方程,一元二次方程的图像的顶点式综合应用,利用一元二次方程的图像的顶点式解决实际问题。例如，将抛物线 \(y = (x - 2)^2 - 1\) 向右平移3个单位，再向上平移2个单位，得到新的方程 \(y = (x - 5)^2 + 1\)。,顶点式综合公式：将 \(y = a(x - h)^2 + k\) 向右平移 \(p\) 个单位，向上平移 \(q\) 个单位，得到 \(y = a(x - (h + p))^2 + (k + q)\)
题目_初中,一元二次方程一般式综合应用抛物线平移方程,一元二次方程的图像的一般式综合应用,利用一元二次方程的图像的一般式解决实际问题。例如，将抛物线 \(y = x^2 - 4x + 3\) 向右平移2个单位，再向上平移3个单位，得到新的方程 \(y = (x - 2)^2 - 1 + 3\)。,一般式综合公式：将 \(y = ax^2 + bx + c\) 向右平移 \(h\) 个单位，向上平移 \(k\) 个单位，得到 \(y = a(x - h)^2 + b(x - h) + c + k\)
题目_初中,一元二次方程因式分解综合应用抛物线平移方程,一元二次方程的图像的因式分解式综合应用,利用一元二次方程的图像的因式分解式解决实际问题。例如，将抛物线 \(y = (x - 1)(x - 3)\) 向右平移2个单位，得到新的方程 \(y = (x - 3)(x - 5)\)。,因式分解式综合公式：将 \(y = a(x - r_1)(x - r_2)\) 向右平移 \(h\) 个单位，得到 \(y = a(x - (r_1 + h))(x - (r_2 + h))\)
题目_初中,一元二次方程交点式综合应用抛物线平移方程,一元二次方程的图像的交点式综合应用,利用一元二次方程的图像的交点式解决实际问题。例如，将抛物线 \(y = (x - 1)(x - 3)\) 向右平移2个单位，得到新的方程 \(y = (x - 3)(x - 5)\)。,交点式综合公式：将 \(y = a(x - r_1)(x - r_2)\) 向右平移 \(h\) 个单位，得到 \(y = a(x - (r_1 + h))(x - (r_2 + h))\)
题目_初中,一元二次方程对称轴抛物线平移方程,一元二次方程的图像的对称轴式综合应用,利用一元二次方程的图像的对称轴式解决实际问题。例如，将抛物线 \(y = (x - 2)^2 - 1\) 向右平移3个单位，得到新的方程 \(y = (x - 5)^2 - 1\)。,对称轴式综合公式：将 \(y = a(x - h)^2 + k\) 向右平移 \(p\) 个单位，得到 \(y = a(x - (h + p))^2 + k\)
题目_初中,一元二次方程顶点坐标综合应用抛物线顶点公式,一元二次方程的图像的顶点坐标综合应用,"利用一元二次方程的图像的顶点坐标解决实际问题。例如，求抛物线 \(y = 2(x - 3)^2 - 4\) 的顶点坐标。通过顶点公式计算得到顶点坐标为 \((3, -4)\)。","顶点坐标公式：\(\left(h, k\right)\)，其中 \(h\) 和 \(k\) 是顶点式 \(y = a(x - h)^2 + k\) 中的参数"
题目_初中,一元二次方程对称轴抛物线对称轴公式,一元二次方程的图像的对称轴综合应用,利用一元二次方程的图像的对称轴解决实际问题。例如，求抛物线 \(y = 2(x - 3)^2 - 4\) 的对称轴。通过对称轴公式计算得到对称轴为 \(x = 3\)。,对称轴公式：\(x = h\)
题目_初中,一元二次方程开口方向抛物线二次项系数,一元二次方程的图像的开口方向综合应用,利用一元二次方程的图像的开口方向解决实际问题。例如，判断抛物线 \(y = -2(x - 3)^2 + 4\) 的开口方向。通过观察二次项系数 \(a = -2\)，判断开口向下。,开口方向公式：如果 \(a > 0\)，开口向上；如果 \(a < 0\)，开口向下
题目_初中,一元二次方程增减性抛物线顶点公式开口方向,一元二次方程的图像的增减性综合应用,利用一元二次方程的图像的增减性解决实际问题。例如，判断抛物线 \(y = 2(x - 3)^2 - 4\) 在 \(x < 3\) 和 \(x > 3\) 时的增减性。通过顶点公式和开口方向判断，在 \(x < 3\) 时递减，在 \(x > 3\) 时递增。,增减性公式：如果 \(a > 0\)，在 \(x < h\) 时递减，在 \(x > h\) 时递增；如果 \(a < 0\)，则相反
题目_初中,一元二次方程极值综合应用抛物线顶点公式最大值,一元二次方程的图像的极值综合应用,利用一元二次方程的图像的极值解决实际问题。例如，求抛物线 \(y = -2(x - 3)^2 + 4\) 的最大值。通过顶点公式计算得到最大值为4。,极值公式：如果 \(a > 0\)，最小值为 \(f(h)\)；如果 \(a < 0\)，最大值为 \(f(h)\)
题目_初中,一元二次方程交点抛物线直线方程组,一元二次方程的图像的交点综合应用,"利用一元二次方程的图像的交点解决实际问题。例如，求抛物线 \(y = x^2 - 4x + 3\) 与直线 \(y = x - 1\) 的交点。通过解方程组得到交点为 \((1, 0)\) 和 \((3, 2)\)。",交点公式：解方程组 \(\begin{cases} y = ax^2 + bx + c \\ y = mx + n \end{cases}\)，得到的解即为交点坐标
题目_初中,一元二次方程y轴截距抛物线交点代入,一元二次方程的图像的 \(y\) 轴截距综合应用,"利用一元二次方程的图像的 \(y\) 轴截距解决实际问题。例如，求抛物线 \(y = x^2 - 4x + 3\) 与 \(y\) 轴的交点。通过代入 \(x = 0\)，得到交点为 \((0, 3)\)。","\(y\) 轴截距公式：\((0, c)\)"
题目_初中,一元二次方程平移变换综合应用抛物线向右平移向下平移单位,一元二次方程的图像的平移变换综合应用,利用一元二次方程的图像的平移变换解决实际问题。例如，将抛物线 \(y = x^2\) 向右平移2个单位，再向下平移3个单位，得到新的抛物线 \(y = (x - 2)^2 - 3\)。,平移公式：将 \(y = ax^2 + bx + c\) 向右平移 \(h\) 个单位，向下平移 \(k\) 个单位，得到 \(y = a(x - h)^2 + b(x - h) + c - k\)
题目_初中,一元二次方程伸缩变换抛物线y轴方向实际问题,一元二次方程的图像的伸缩变换综合应用,利用一元二次方程的图像的伸缩变换解决实际问题。例如，将抛物线 \(y = x^2\) 在 \(y\) 轴方向上伸缩2倍，得到新的抛物线 \(y = 2x^2\)。,伸缩公式：将 \(y = ax^2 + bx + c\) 在 \(y\) 轴方向上伸缩 \(m\) 倍，得到 \(y = m(ax^2 + bx + c)\)
题目_初中,一元二次方程反射变换综合应用抛物线\(y=x^2\)\(x\)轴\(y=-x^2\),一元二次方程的图像的反射变换综合应用,利用一元二次方程的图像的反射变换解决实际问题。例如，将抛物线 \(y = x^2\) 关于 \(x\) 轴反射，得到新的抛物线 \(y = -x^2\)。,反射公式：将 \(y = ax^2 + bx + c\) 关于 \(x\) 轴反射，得到 \(y = -(ax^2 + bx + c)\)
题目_初中,一元二次方程对称变换抛物线y轴对称实际问题,一元二次方程的图像的对称变换综合应用,利用一元二次方程的图像的对称变换解决实际问题。例如，将抛物线 \(y = x^2\) 关于 \(y\) 轴对称，得到新的抛物线 \(y = (-x)^2\)。,对称公式：将 \(y = ax^2 + bx + c\) 关于 \(y\) 轴对称，得到 \(y = a(-x)^2 + b(-x) + c\)
题目_初中,一元二次方程平移对称轴抛物线向右平移单位,一元二次方程的图像的平移对称轴综合应用,利用一元二次方程的图像的平移对称轴解决实际问题。例如，将抛物线 \(y = (x - 2)^2 - 1\) 向右平移3个单位，对称轴变为 \(x = 5\)。,平移对称轴公式：将 \(y = a(x - h)^2 + k\) 向右平移 \(p\) 个单位，对称轴变为 \(x = h + p\)
题目_初中,一元二次方程伸缩对称轴抛物线\(y=(x-2)^2-\)\(y\)轴方向2倍,一元二次方程的图像的伸缩对称轴综合应用,利用一元二次方程的图像的伸缩对称轴解决实际问题。例如，将抛物线 \(y = (x - 2)^2 - 1\) 在 \(y\) 轴方向上伸缩2倍，对称轴不变，仍为 \(x = 2\)。,伸缩对称轴公式：将 \(y = a(x - h)^2 + k\) 在 \(y\) 轴方向上伸缩 \(m\) 倍，对称轴不变，仍为 \(x = h\)
题目_初中,一元二次方程反射对称轴综合应用抛物线反射对称轴,一元二次方程的图像的反射对称轴综合应用,利用一元二次方程的图像的反射对称轴解决实际问题。例如，将抛物线 \(y = (x - 2)^2 - 1\) 关于 \(x\) 轴反射，对称轴变为 \(x = -2\)。,反射对称轴公式：将 \(y = a(x - h)^2 + k\) 关于 \(x\) 轴反射，对称轴变为 \(x = -h\)
题目_初中,一元二次方程平移顶点抛物线向右平移单位,一元二次方程的图像的平移顶点综合应用,"利用一元二次方程的图像的平移顶点解决实际问题。例如，将抛物线 \(y = (x - 2)^2 - 1\) 向右平移3个单位，顶点变为 \((5, -1)\)。","平移顶点公式：将 \(y = a(x - h)^2 + k\) 向右平移 \(p\) 个单位，顶点变为 \((h + p, k)\)"
题目_初中,一元二次方程伸缩顶点抛物线\(y=(x-2)^2-\)\(y\)轴方向2倍\((2-2)\),一元二次方程的图像的伸缩顶点综合应用,"利用一元二次方程的图像的伸缩顶点解决实际问题。例如，将抛物线 \(y = (x - 2)^2 - 1\) 在 \(y\) 轴方向上伸缩2倍，顶点变为 \((2, -2)\)。","伸缩顶点公式：将 \(y = a(x - h)^2 + k\) 在 \(y\) 轴方向上伸缩 \(m\) 倍，顶点变为 \((h, mk)\)"
题目_初中,一元二次方程反射顶点综合应用抛物线关于x轴反射,一元二次方程的图像的反射顶点综合应用,"利用一元二次方程的图像的反射顶点解决实际问题。例如，将抛物线 \(y = (x - 2)^2 - 1\) 关于 \(x\) 轴反射，顶点变为 \((2, 1)\)。","反射顶点公式：将 \(y = a(x - h)^2 + k\) 关于 \(x\) 轴反射，顶点变为 \((h, -k)\)"
题目_初中,一元二次方程平移开口方向抛物线向右平移单位向上,一元二次方程的图像的平移开口方向综合应用,利用一元二次方程的图像的平移开口方向解决实际问题。例如，将抛物线 \(y = (x - 2)^2 - 1\) 向右平移3个单位，开口方向不变，仍为向上。,平移开口方向公式：将 \(y = a(x - h)^2 + k\) 向右平移 \(p\) 个单位，开口方向不变，仍为 \(a > 0\) 向上，\(a < 0\) 向下
题目_初中,一元二次方程伸缩开口方向抛物线\(y=(x-2)^2-\)y轴2倍,一元二次方程的图像的伸缩开口方向综合应用,利用一元二次方程的图像的伸缩开口方向解决实际问题。例如，将抛物线 \(y = (x - 2)^2 - 1\) 在 \(y\) 轴方向上伸缩2倍，开口方向不变，仍为向上。,伸缩开口方向公式：将 \(y = a(x - h)^2 + k\) 在 \(y\) 轴方向上伸缩 \(m\) 倍，开口方向不变，仍为 \(a > 0\) 向上，\(a < 0\) 向下
题目_初中,一次函数交点直线方程组交点坐标,一次函数与一次函数的交点,求两条一次函数的交点。例如，求直线 \(y = 2x + 3\) 与直线 \(y = -x + 5\) 的交点。通过解方程组得到交点坐标。,解方程组：\(\begin{cases} y = k_1x + b_1 \\ y = k_2x + b_2 \end{cases}\)
题目_初中,一次函数反比例函数交点直线双曲线方程组坐标,一次函数与反比例函数的交点,求一次函数与反比例函数的交点。例如，求直线 \(y = 2x + 3\) 与双曲线 \(y = \frac{6}{x}\) 的交点。通过解方程组得到交点坐标。,解方程组：\(\begin{cases} y = kx + b \\ y = \frac{m}{x} \end{cases}\)
题目_初中,一次函数二次函数交点直线抛物线方程组交点坐标,一次函数与二次函数的交点,求一次函数与二次函数的交点。例如，求直线 \(y = 2x + 3\) 与抛物线 \(y = x^2 - 4x + 3\) 的交点。通过解方程组得到交点坐标。,解方程组：\(\begin{cases} y = kx + b \\ y = ax^2 + bx + c \end{cases}\)
题目_初中,反比例函数形式常数,反比例函数的定义,反比例函数的形式为 \(y = \frac{k}{x}\)，其中 \(k\) 是常数。,反比例函数：\(y = \frac{k}{x}\)
题目_初中,反比例函数双曲线渐近线坐标轴,反比例函数的图像,反比例函数的图像是双曲线，渐近线为坐标轴。,图像：双曲线，渐近线为 \(x\) 轴和 \(y\) 轴
题目_初中,反比例函数增减性k>0k<0象限,反比例函数的增减性,如果 \(k > 0\)，函数在每个象限内递减；如果 \(k < 0\)，函数在每个象限内递增。,增减性：\(k > 0\) 时每个象限内递减，\(k < 0\) 时每个象限内递增
题目_初中,反比例函数实际应用压力电阻,反比例函数的实际应用,利用反比例函数解决实际问题，如计算压力、电阻等。,设函数关系，列方程，求解并检验答案
题目_初中,反比例函数变换平移伸缩反射,反比例函数的图像变换,通过平移、伸缩和反射变换反比例函数的图像。,平移公式：\(y = \frac{k}{x - h} + v\)；伸缩公式：\(y = \frac{mk}{x}\)；反射公式：\(y = -\frac{k}{x}\)
题目_初中,反比例函数平移变换双曲线向右平移单位,反比例函数的图像的平移,反比例函数的图像可以通过平移变换。例如，将双曲线 \(y = \frac{6}{x}\) 向右平移2个单位，得到 \(y = \frac{6}{x - 2}\)。,平移公式：将 \(y = \frac{k}{x}\) 向右平移 \(h\) 个单位，得到 \(y = \frac{k}{x - h}\)
题目_初中,反比例函数伸缩变换双曲线y轴方向,反比例函数的图像的伸缩,反比例函数的图像可以通过伸缩变换。例如，将双曲线 \(y = \frac{6}{x}\) 在 \(y\) 轴方向上伸缩2倍，得到 \(y = \frac{12}{x}\)。,伸缩公式：将 \(y = \frac{k}{x}\) 在 \(y\) 轴方向上伸缩 \(m\) 倍，得到 \(y = \frac{mk}{x}\)
题目_初中,反比例函数反射变换双曲线x轴反射,反比例函数的图像的反射,反比例函数的图像可以通过反射变换。例如，将双曲线 \(y = \frac{6}{x}\) 关于 \(x\) 轴反射，得到 \(y = -\frac{6}{x}\)。,反射公式：将 \(y = \frac{k}{x}\) 关于 \(x\) 轴反射，得到 \(y = -\frac{k}{x}\)
题目_初中,一次函数反比例函数综合应用直线双曲线交点解方程组交点坐标,一次函数与反比例函数的综合应用,结合一次函数和反比例函数解决实际问题。例如，求直线 \(y = 2x + 3\) 与双曲线 \(y = \frac{6}{x}\) 的交点。通过解方程组得到交点坐标。,解方程组：\(\begin{cases} y = kx + b \\ y = \frac{m}{x} \end{cases}\)
题目_初中,一次函数反比例函数交点直线双曲线方程组坐标,一次函数与反比例函数的图像的交点,求一次函数与反比例函数的交点。例如，求直线 \(y = 2x + 3\) 与双曲线 \(y = \frac{6}{x}\) 的交点。通过解方程组得到交点坐标。,解方程组：\(\begin{cases} y = kx + b \\ y = \frac{m}{x} \end{cases}\)
题目_初中,一次函数对称性点直线直线方程对称点,一次函数的图像的对称性,"一次函数的图像关于某一点或某一条直线对称。例如，直线 \(y = 2x + 3\) 关于点 \((1, 1)\) 对称的直线为 \(y = 2x - 1\)。","对称公式：将 \(y = kx + b\) 关于点 \((h, k)\) 对称，得到 \(y = kx + 2k - b\)"
题目_初中,一次函数对称轴直线对称直线方程,一次函数的图像的对称轴,一次函数的图像关于某一条直线对称。例如，直线 \(y = 2x + 3\) 关于直线 \(x = 1\) 对称的直线为 \(y = 2(2 - x) + 3\)。,对称轴公式：将 \(y = kx + b\) 关于直线 \(x = h\) 对称，得到 \(y = k(2h - x) + b\)
题目_初中,一次函数对称点直线点对称,一次函数的图像的对称点,"一次函数的图像上的点关于某一点对称。例如，点 \((2, 7)\) 在直线 \(y = 2x + 3\) 上，关于点 \((1, 1)\) 对称的点为 \((0, -5)\)。","对称点公式：点 \((x_1, y_1)\) 关于点 \((h, k)\) 对称的点为 \((2h - x_1, 2k - y_1)\)"
